0.01,94.4,0.81
0.02,94.4,0.95
0.03,94.4,1.08
0.04,94.4,1.08
0.05,94.5,1.08
0.06,94.5,1.08
0.07,94.5,1.08
0.08,94.5,0.95
0.09,94.5,0.95
0.1,94.5,0.95
0.11,94.5,0.95
0.12,94.5,0.95
0.13,94.5,1.08
0.14,94.5,1.08
0.15,94.5,1.08
0.16,94.5,1.22
0.17,94.5,1.22
0.18,94.5,1.22
0.19,94.5,1.22
0.2,94.5,1.22
0.21,94.5,1.22
0.22,94.5,1.22
0.23,94.5,1.22
0.24,94.5,1.36
0.25,94.5,1.36
0.26,94.5,1.36
0.27,94.5,1.22
0.28,94.5,1.22
0.29,94.5,1.08
0.3,94.5,1.22
0.31,94.5,1.22
0.32,94.5,1.22
0.33,94.6,1.76
0.34,94.6,1.76
0.35,94.6,1.76
0.36,94.6,1.76
0.37,94.6,1.63
0.38,94.6,1.49
0.39,94.6,1.49
0.4,94.6,1.36
0.41,94.6,1.36
0.42,94.6,1.22
0.43,94.6,1.22
0.44,94.6,1.22
0.45,94.6,1.22
0.46,94.6,1.08
0.47,94.6,1.08
0.48,94.6,0.95
0.49,94.6,0.81
0.5,94.6,0.81
0.51,94.6,0.68
0.52,94.6,0.68
0.53,94.6,0.68
0.54,94.6,0.68
0.55,94.6,0.54
0.56,94.6,0.54
0.57,94.6,0.54
0.58,94.6,0.54
0.59,94.6,0.54
0.6,94.6,0.54
0.61,94.6,0.54
0.62,94.6,0.54
0.63,94.6,0.54
0.64,94.6,0.54
0.65,94.6,0.54
0.66,94.6,0.54
0.67,94.6,0.54
0.68,94.6,0.54
0.69,94.6,0.54
0.7,94.6,0.54
0.71,94.6,0.54
0.72,94.6,0.54
0.73,94.6,0.54
0.74,94.6,0.54
0.75,94.6,0.54
0.76,94.6,0.54
0.77,94.6,0.54
0.78,94.6,0.54
0.79,94.6,0.54
0.8,94.6,0.54
0.81,94.6,0.54
0.82,94.6,0.54
0.83,94.6,0.54
0.84,94.6,0.54
0.85,94.6,0.54
0.86,94.6,0.54
0.87,94.6,0.54
0.88,94.6,0.54
0.89,94.6,0.54
0.9,94.6,0.54
0.91,94.6,0.54
0.92,94.6,0.68
0.93,94.6,0.68
0.94,94.6,0.68
0.95,94.6,0.68
0.96,94.6,0.68
0.97,94.6,0.68
0.98,94.6,0.68
0.99,94.6,0.68
1,94.6,0.68
1.01,94.6,0.54
1.02,94.6,0.68
1.03,94.6,0.68
1.04,94.6,0.68
1.05,94.6,0.68
1.06,94.6,0.68
1.07,94.6,0.68
1.08,94.6,0.68
1.09,94.6,0.68
1.1,94.6,0.68
1.11,94.6,0.68
1.12,94.6,0.68
1.13,94.6,0.68
1.14,94.6,0.68
1.15,94.6,0.68
1.16,94.6,0.68
1.17,94.6,0.68
1.18,94.6,0.68
1.19,94.6,0.68
1.2,94.6,0.68
1.21,94.6,0.68
1.22,94.6,0.68
1.23,94.6,0.68
1.24,94.6,0.54
1.25,94.6,0.54
1.26,94.6,0.54
1.27,94.6,0.54
1.28,94.6,0.54
1.29,94.6,0.54
1.3,94.6,0.54
1.31,94.6,0.54
1.32,94.6,0.54
1.33,94.6,0.54
1.34,94.6,0.54
1.35,94.6,0.68
1.36,94.6,0.68
1.37,94.6,0.68
1.38,94.6,0.68
1.39,94.6,0.68
1.4,94.6,0.68
1.41,94.6,0.68
1.42,94.6,0.68
1.43,94.6,0.68
1.44,94.6,0.68
1.45,94.6,0.68
1.46,94.6,0.68
1.47,94.6,0.68
1.48,94.6,0.68
1.49,94.6,0.68
1.5,94.6,0.68
1.51,94.6,0.68
1.52,94.6,0.68
1.53,94.6,0.68
1.54,94.6,0.68
1.55,94.6,0.68
1.56,94.6,0.68
1.57,94.6,0.68
1.58,94.6,0.68
1.59,94.6,0.68
1.6,94.6,0.68
1.61,94.6,0.68
1.62,94.6,0.68
1.63,94.6,0.68
1.64,94.6,0.81
1.65,94.6,0.81
1.66,94.6,0.81
1.67,94.6,0.81
1.68,94.6,0.81
1.69,94.6,0.81
1.7,94.6,0.81
1.71,94.6,0.81
1.72,94.6,0.81
1.73,94.6,0.81
1.74,94.6,0.81
1.75,94.6,0.81
1.76,94.6,0.81
1.77,94.6,0.95
1.78,94.6,0.95
1.79,94.6,0.95
1.8,94.6,0.95
1.81,94.6,0.81
1.82,94.6,0.81
1.83,94.6,0.81
1.84,94.6,0.81
1.85,94.6,0.81
1.86,94.6,0.95
1.87,94.6,0.95
1.88,94.6,0.95
1.89,94.6,0.95
1.9,94.6,0.95
1.91,94.6,0.95
1.92,94.6,0.95
1.93,94.6,0.95
1.94,94.6,0.95
1.95,94.6,0.95
1.96,94.6,0.81
1.97,94.6,0.81
1.98,94.6,0.81
1.99,94.6,0.81
2,94.6,0.81
2.01,94.6,0.81
2.02,94.6,0.81
2.03,94.6,0.81
2.04,94.6,0.81
2.05,94.6,0.81
2.06,94.6,0.68
2.07,94.6,0.68
2.08,94.6,0.68
2.09,94.6,0.68
2.1,94.6,0.68
2.11,94.6,0.68
2.12,94.6,0.68
2.13,94.6,0.54
2.14,94.6,0.54
2.15,94.6,0.54
2.16,94.6,0.54
2.17,94.6,0.54
2.18,94.6,0.54
2.19,94.6,0.54
2.2,94.6,0.68
2.21,94.6,0.68
2.22,94.6,0.68
2.23,94.6,0.68
2.24,94.6,0.68
2.25,94.6,0.68
2.26,94.6,0.68
2.27,94.6,0.81
2.28,94.6,0.81
2.29,94.6,0.81
2.3,94.6,0.81
2.31,94.6,0.81
2.32,94.6,0.81
2.33,94.6,0.81
2.34,94.6,0.81
2.35,94.6,0.81
2.36,94.6,0.81
2.37,94.6,0.81
2.38,94.6,0.81
2.39,94.6,0.81
2.4,94.6,0.81
2.41,94.6,0.81
2.42,94.6,0.81
2.43,94.6,0.81
2.44,94.6,0.81
2.45,94.6,0.81
2.46,94.6,0.68
2.47,94.6,0.68
2.48,94.6,0.68
2.49,94.6,0.68
2.5,94.6,0.81
2.51,94.6,0.81
2.52,94.6,0.81
2.53,94.6,0.81
2.54,94.6,0.81
2.55,94.6,0.68
2.56,94.6,0.68
2.57,94.6,0.68
2.58,94.6,0.68
2.59,94.6,0.68
2.6,94.6,0.68
2.61,94.6,0.68
2.62,94.6,0.68
2.63,94.6,0.68
2.64,94.6,0.68
2.65,94.6,0.68
2.66,94.6,0.68
2.67,94.6,0.68
2.68,94.6,0.68
2.69,94.6,0.68
2.7,94.6,0.68
2.71,94.6,0.68
2.72,94.6,0.68
2.73,94.6,0.68
2.74,94.6,0.68
2.75,94.6,0.68
2.76,94.6,0.68
2.77,94.6,0.68
2.78,94.6,0.68
2.79,94.6,0.68
2.8,94.6,0.68
2.81,94.6,0.68
2.82,94.6,0.68
2.83,94.6,0.68
2.84,94.6,0.68
2.85,94.6,0.68
2.86,94.6,0.68
2.87,94.6,0.68
2.88,94.6,0.68
2.89,94.6,0.54
2.9,94.6,0.54
2.91,94.6,0.54
2.92,94.6,0.54
2.93,94.6,0.54
2.94,94.6,0.54
2.95,94.6,0.54
2.96,94.6,0.54
2.97,94.6,0.54
2.98,94.6,0.54
2.99,94.6,0.54
3,94.6,0.54
3.01,94.6,0.54
3.02,94.6,0.54
3.03,94.6,0.54
3.04,94.6,0.54
3.05,94.6,0.54
3.06,94.6,0.54
3.07,94.6,0.54
3.08,94.6,0.54
3.09,94.6,0.54
3.1,94.6,0.54
3.11,94.6,0.54
3.12,94.6,0.54
3.13,94.6,0.54
3.14,94.6,0.54
3.15,94.6,0.54
3.16,94.6,0.41
3.17,94.6,0.41
3.18,94.6,0.41
3.19,94.6,0.41
3.2,94.6,0.41
3.21,94.6,0.41
3.22,94.6,0.41
3.23,94.6,0.41
3.24,94.6,0.41
3.25,94.6,0.41
3.26,94.6,0.41
3.27,94.6,0.41
3.28,94.6,0.41
3.29,94.6,0.41
3.3,94.6,0.41
3.31,94.6,0.41
3.32,94.6,0.41
3.33,94.6,0.41
3.34,94.6,0.41
3.35,94.6,0.54
3.36,94.6,0.54
3.37,94.6,0.54
3.38,94.6,0.41
3.39,94.6,0.41
3.4,94.6,0.41
3.41,94.6,0.41
3.42,94.6,0.41
3.43,94.6,0.41
3.44,94.6,0.41
3.45,94.6,0.41
3.46,94.6,0.41
3.47,94.6,0.27
3.48,94.6,0.27
3.49,94.6,0.27
3.5,94.6,0.27
3.51,94.6,0.27
3.52,94.6,0.27
3.53,94.6,0.27
3.54,94.6,0.27
3.55,94.6,0.27
3.56,94.6,0.27
3.57,94.6,0.27
3.58,94.6,0.27
3.59,94.6,0.27
3.6,94.6,0.41
3.61,94.6,0.41
3.62,94.6,0.41
3.63,94.6,0.41
3.64,94.6,0.41
3.65,94.6,0.41
3.66,94.6,0.41
3.67,94.6,0.41
3.68,94.6,0.54
3.69,94.6,0.54
3.7,94.6,0.54
3.71,94.6,0.54
3.72,94.6,0.54
3.73,94.6,0.54
3.74,94.6,0.54
3.75,94.6,0.54
3.76,94.6,0.54
3.77,94.6,0.54
3.78,94.6,0.54
3.79,94.6,0.54
3.8,94.6,0.54
3.81,94.6,0.54
3.82,94.6,0.41
3.83,94.6,0.41
3.84,94.6,0.41
3.85,94.6,0.41
3.86,94.6,0.41
3.87,94.6,0.41
3.88,94.6,0.41
3.89,94.6,0.41
3.9,94.6,0.41
3.91,94.6,0.41
3.92,94.6,0.41
3.93,94.6,0.41
3.94,94.6,0.41
3.95,94.6,0.54
3.96,94.6,0.54
3.97,94.6,0.54
3.98,94.6,0.54
3.99,94.6,0.54
4,94.6,0.41
4.01,94.6,0.41
4.02,94.6,0.41
4.03,94.6,0.54
4.04,94.6,0.54
4.05,94.6,0.54
4.06,94.6,0.54
4.07,94.6,0.54
4.08,94.6,0.41
4.09,94.6,0.41
4.1,94.6,0.41
4.11,94.6,0.41
4.12,94.6,0.41
4.13,94.6,0.41
4.14,94.6,0.54
4.15,94.6,0.54
4.16,94.6,0.54
4.17,94.6,0.54
4.18,94.6,0.54
4.19,94.6,0.54
4.2,94.6,0.54
4.21,94.6,0.54
4.22,94.6,0.54
4.23,94.6,0.54
4.24,94.6,0.54
4.25,94.6,0.54
4.26,94.6,0.54
4.27,94.6,0.54
4.28,94.6,0.41
4.29,94.6,0.41
4.3,94.6,0.41
4.31,94.6,0.41
4.32,94.6,0.41
4.33,94.6,0.41
4.34,94.6,0.41
4.35,94.6,0.41
4.36,94.6,0.41
4.37,94.6,0.41
4.38,94.6,0.41
4.39,94.6,0.41
4.4,94.6,0.41
4.41,94.6,0.54
4.42,94.6,0.54
4.43,94.6,0.54
4.44,94.6,0.54
4.45,94.6,0.54
4.46,94.6,0.54
4.47,94.6,0.54
4.48,94.6,0.54
4.49,94.6,0.54
4.5,94.6,0.54
4.51,94.6,0.54
4.52,94.6,0.54
4.53,94.6,0.54
4.54,94.6,0.54
4.55,94.6,0.54
4.56,94.6,0.54
4.57,94.6,0.54
4.58,94.6,0.54
4.59,94.6,0.54
4.6,94.6,0.54
4.61,94.6,0.54
4.62,94.6,0.54
4.63,94.6,0.54
4.64,94.6,0.41
4.65,94.6,0.41
4.66,94.6,0.41
4.67,94.6,0.41
4.68,94.6,0.41
4.69,94.6,0.41
4.7,94.6,0.27
4.71,94.6,0.27
4.72,94.6,0.41
4.73,94.6,0.41
4.74,94.6,0.27
4.75,94.6,0.27
4.76,94.6,0.27
4.77,94.6,0.27
4.78,94.6,0.27
4.79,94.6,0.27
4.8,94.6,0.27
4.81,94.6,0.27
4.82,94.6,0.27
4.83,94.6,0.27
4.84,94.6,0.27
4.85,94.6,0.27
4.86,94.6,0.27
4.87,94.6,0.27
4.88,94.6,0.27
4.89,94.6,0.27
4.9,94.6,0.27
4.91,94.6,0.27
4.92,94.6,0.27
4.93,94.6,0.27
4.94,94.6,0.27
4.95,94.6,0.27
4.96,94.6,0.27
4.97,94.6,0.27
4.98,94.6,0.27
4.99,94.6,0.41
5,94.6,0.41
5.01,94.6,0.41
5.02,94.6,0.41
5.03,94.6,0.41
5.04,94.6,0.41
5.05,94.6,0.41
5.06,94.6,0.41
5.07,94.6,0.41
5.08,94.6,0.41
5.09,94.6,0.41
5.1,94.6,0.41
5.11,94.6,0.41
5.12,94.6,0.41
5.13,94.6,0.41
5.14,94.6,0.41
5.15,94.6,0.41
5.16,94.6,0.41
5.17,94.6,0.41
5.18,94.6,0.41
5.19,94.6,0.41
5.2,94.6,0.41
5.21,94.6,0.54
5.22,94.6,0.54
5.23,94.6,0.54
5.24,94.6,0.54
5.25,94.6,0.54
5.26,94.6,0.54
5.27,94.6,0.54
5.28,94.6,0.54
5.29,94.6,0.54
5.3,94.6,0.54
5.31,94.6,0.54
5.32,94.6,0.54
5.33,94.6,0.54
5.34,94.6,0.54
5.35,94.6,0.54
5.36,94.6,0.54
5.37,94.6,0.54
5.38,94.6,0.54
5.39,94.6,0.54
5.4,94.6,0.54
5.41,94.6,0.54
5.42,94.6,0.54
5.43,94.6,0.54
5.44,94.6,0.54
5.45,94.6,0.54
5.46,94.6,0.54
5.47,94.6,0.54
5.48,94.6,0.54
5.49,94.6,0.54
5.5,94.6,0.54
5.51,94.6,0.54
5.52,94.6,0.54
5.53,94.6,0.54
5.54,94.6,0.54
5.55,94.6,0.54
5.56,94.6,0.54
5.57,94.6,0.41
5.58,94.6,0.41
5.59,94.6,0.41
5.6,94.6,0.41
5.61,94.6,0.41
5.62,94.6,0.41
5.63,94.6,0.41
5.64,94.6,0.41
5.65,94.6,0.41
5.66,94.6,0.41
5.67,94.6,0.41
5.68,94.6,0.41
5.69,94.6,0.41
5.7,94.6,0.41
5.71,94.6,0.41
5.72,94.6,0.41
5.73,94.6,0.41
5.74,94.6,0.41
5.75,94.6,0.41
5.76,94.6,0.41
5.77,94.6,0.41
5.78,94.6,0.41
5.79,94.6,0.41
5.8,94.6,0.27
5.81,94.6,0.27
5.82,94.6,0.27
5.83,94.6,0.27
5.84,94.6,0.27
5.85,94.6,0.27
5.86,94.6,0.27
5.87,94.6,0.27
5.88,94.6,0.27
5.89,94.6,0.27
5.9,94.6,0.27
5.91,94.6,0.27
5.92,94.6,0.27
5.93,94.6,0.14
5.94,94.6,0.14
5.95,94.6,0.14
5.96,94.6,0.14
5.97,94.6,0.14
5.98,94.6,0.14
5.99,94.6,0.27
6,94.6,0.27
6.01,94.6,0.27
6.02,94.6,0.27
6.03,94.6,0.27
6.04,94.6,0.14
6.05,94.6,0.14
6.06,94.6,0.14
6.07,94.6,0.27
6.08,94.6,0.27
6.09,94.6,0.27
6.1,94.6,0.27
6.11,94.6,0.27
6.12,94.6,0.14
6.13,94.6,0.14
6.14,94.6,0.14
6.15,94.6,0.14
6.16,94.6,0.14
6.17,94.6,0.14
6.18,94.6,0.14
6.19,94.6,0.14
6.2,94.6,0.14
6.21,94.6,0.14
6.22,94.6,0.14
6.23,94.6,0.14
6.24,94.6,0.14
6.25,94.6,0.14
6.26,94.6,0.14
6.27,94.6,0.14
6.28,94.6,0.27
6.29,94.6,0.27
6.3,94.6,0.27
6.31,94.6,0.27
6.32,94.6,0.27
6.33,94.6,0.27
6.34,94.6,0.27
6.35,94.6,0.27
6.36,94.6,0.27
6.37,94.6,0.27
6.38,94.6,0.27
6.39,94.6,0.27
6.4,94.6,0.27
6.41,94.6,0.27
6.42,94.6,0.27
6.43,94.6,0.27
6.44,94.6,0.27
6.45,94.6,0.27
6.46,94.6,0.27
6.47,94.5,0.27
6.48,94.5,0.27
6.49,94.6,0.27
6.5,94.6,0.27
6.51,94.6,0.14
6.52,94.6,0.14
6.53,94.6,0.14
6.54,94.6,0.14
6.55,94.6,0.14
6.56,94.6,0.14
6.57,94.6,0.27
6.58,94.6,0.27
6.59,94.6,0.14
6.6,94.6,0.14
6.61,94.6,0.14
6.62,94.6,0.14
6.63,94.6,0.14
6.64,94.6,0.14
6.65,94.6,0.14
6.66,94.6,0.14
6.67,94.6,0.14
6.68,94.6,0.14
6.69,94.6,0.14
6.7,94.6,0.14
6.71,94.6,0.14
6.72,94.6,0.14
6.73,94.6,0.14
6.74,94.6,0.14
6.75,94.6,0.14
6.76,94.6,0.14
6.77,94.6,0.14
6.78,94.6,0.14
6.79,94.6,0.14
6.8,94.6,0.14
6.81,94.6,0.14
6.82,94.6,0.14
6.83,94.6,0.14
6.84,94.6,0.14
6.85,94.6,0.14
6.86,94.6,0.14
6.87,94.6,0.14
6.88,94.6,0.14
6.89,94.6,0.14
6.9,94.6,0.14
6.91,94.6,0.14
6.92,94.6,0.14
6.93,94.6,0.14
6.94,94.5,0.14
6.95,94.6,0.14
6.96,94.6,0.14
6.97,94.6,0.14
6.98,94.6,0.14
6.99,94.6,0.14
7,94.6,0.14
7.01,94.6,0.14
7.02,94.6,0.14
7.03,94.6,0.14
7.04,94.6,0.14
7.05,94.6,0.14
7.06,94.6,0.14
7.07,94.6,0.14
7.08,94.6,0.14
7.09,94.6,0.14
7.1,94.6,0.14
7.11,94.6,0.14
7.12,94.6,0.14
7.13,94.6,0.14
7.14,94.6,0.14
7.15,94.6,0.14
7.16,94.6,0.14
7.17,94.6,0.14
7.18,94.6,0.14
7.19,94.6,0.14
7.2,94.6,0.14
7.21,94.6,0.14
7.22,94.6,0.14
7.23,94.6,0.14
7.24,94.6,0.14
7.25,94.6,0.14
7.26,94.6,0.27
7.27,94.6,0.27
7.28,94.6,0.27
7.29,94.6,0.27
7.3,94.6,0.27
7.31,94.6,0.27
7.32,94.6,0.27
7.33,94.6,0.27
7.34,94.6,0.27
7.35,94.6,0.27
7.36,94.6,0.27
7.37,94.6,0.27
7.38,94.6,0.27
7.39,94.6,0.27
7.4,94.6,0.27
7.41,94.6,0.14
7.42,94.6,0.14
7.43,94.6,0.14
7.44,94.6,0.14
7.45,94.6,0.14
7.46,94.6,0.14
7.47,94.6,0.14
7.48,94.6,0.14
7.49,94.6,0.14
7.5,94.6,0.14
7.51,94.6,0.14
7.52,94.6,0.14
7.53,94.6,0.14
7.54,94.6,0.14
7.55,94.6,0.14
7.56,94.6,0.14
7.57,94.6,0.14
7.58,94.6,0.14
7.59,94.6,0.14
7.6,94.6,0.14
7.61,94.6,0.14
7.62,94.6,0.14
7.63,94.6,0.14
7.64,94.6,0.14
7.65,94.6,0.14
7.66,94.6,0.14
7.67,94.6,0.14
7.68,94.6,0.14
7.69,94.6,0.14
7.7,94.6,0.14
7.71,94.6,0.14
7.72,94.6,0.14
7.73,94.6,0.14
7.74,94.6,0.14
7.75,94.6,0.14
7.76,94.6,0.14
7.77,94.6,0.14
7.78,94.6,0.14
7.79,94.6,0.14
7.8,94.6,0.14
7.81,94.6,0.14
7.82,94.6,0.14
7.83,94.6,0.14
7.84,94.6,0.14
7.85,94.6,0.14
7.86,94.6,0.14
7.87,94.6,0.14
7.88,94.6,0.14
7.89,94.6,0.14
7.9,94.6,0.14
7.91,94.6,0.14
7.92,94.6,0.14
7.93,94.6,0.14
7.94,94.6,0.14
7.95,94.6,0.14
7.96,94.6,0.14
7.97,94.6,0.14
7.98,94.6,0.14
7.99,94.6,0.14
8,94.6,0.14
8.01,94.6,0.14
8.02,94.6,0.14
8.03,94.6,0.14
8.04,94.6,0.14
8.05,94.6,0.14
8.06,94.6,0.14
8.07,94.6,0.14
8.08,94.6,0.14
8.09,94.6,0.14
8.1,94.6,0.14
8.11,94.6,0.14
8.12,94.6,0.14
8.13,94.6,0.14
8.14,94.6,0.14
8.15,94.6,0.14
8.16,94.6,0.14
8.17,94.6,0.14
8.18,94.6,0.14
8.19,94.6,0.14
8.2,94.6,0.14
8.21,94.6,0.14
8.22,94.6,0.14
8.23,94.6,0.14
8.24,94.6,0.14
8.25,94.6,0.14
8.26,94.6,0.14
8.27,94.6,0.27
8.28,94.6,0.27
8.29,94.6,0.14
8.3,94.6,0.14
8.31,94.6,0.14
8.32,94.6,0.14
8.33,94.6,0.14
8.34,94.6,0.14
8.35,94.6,0.27
8.36,94.6,0.27
8.37,94.6,0.27
8.38,94.6,0.14
8.39,94.6,0.14
8.4,94.6,0.27
8.41,94.6,0.27
8.42,94.6,0.27
8.43,94.6,0.27
8.44,94.6,0.27
8.45,94.6,0.27
8.46,94.6,0.27
8.47,94.6,0.27
8.48,94.6,0.27
8.49,94.6,0.27
8.5,94.6,0.27
8.51,94.6,0.27
8.52,94.6,0.27
8.53,94.6,0.27
8.54,94.6,0.27
8.55,94.6,0.27
8.56,94.6,0.27
8.57,94.6,0.27
8.58,94.6,0.27
8.59,94.6,0.27
8.6,94.6,0.27
8.61,94.6,0.27
8.62,94.6,0.27
8.63,94.6,0.27
8.64,94.6,0.27
8.65,94.6,0.27
8.66,94.6,0.27
8.67,94.6,0.27
8.68,94.6,0.27
8.69,94.6,0.27
8.7,94.6,0.27
8.71,94.6,0.27
8.72,94.6,0.27
8.73,94.6,0.27
8.74,94.6,0.27
8.75,94.6,0.27
8.76,94.6,0.27
8.77,94.6,0.14
8.78,94.6,0.14
8.79,94.6,0.14
8.8,94.6,0.14
8.81,94.6,0.14
8.82,94.6,0.14
8.83,94.6,0.14
8.84,94.6,0.14
8.85,94.6,0.14
8.86,94.6,0.14
8.87,94.6,0.14
8.88,94.6,0.14
8.89,94.6,0.14
8.9,94.6,0.14
8.91,94.6,0.14
8.92,94.6,0.14
8.93,94.6,0.14
8.94,94.6,0.14
8.95,94.6,0.14
8.96,94.6,0.14
8.97,94.6,0.14
8.98,94.6,0.14
8.99,94.6,0.14
9,94.6,0.14
9.01,94.6,0.14
9.02,94.6,0.14
9.03,94.6,0.14
9.04,94.6,0.14
9.05,94.6,0.14
9.06,94.6,0.14
9.07,94.6,0.14
9.08,94.6,0.14
9.09,94.6,0.14
9.1,94.6,0.14
9.11,94.6,0.14
9.12,94.6,0.14
9.13,94.6,0.14
9.14,94.6,0.14
9.15,94.6,0.14
9.16,94.6,0.14
9.17,94.6,0.14
9.18,94.6,0.14
9.19,94.6,0.14
9.2,94.6,0.14
9.21,94.6,0.14
9.22,94.6,0.14
9.23,94.6,0.14
9.24,94.6,0.14
9.25,94.6,0.14
9.26,94.6,0.14
9.27,94.6,0.14
9.28,94.6,0.14
9.29,94.6,0.14
9.3,94.6,0.14
9.31,94.6,0.14
9.32,94.6,0.14
9.33,94.6,0.14
9.34,94.6,0.14
9.35,94.6,0.14
9.36,94.6,0.14
9.37,94.6,0.14
9.38,94.6,0.14
9.39,94.6,0
9.4,94.6,0
9.41,94.6,0
9.42,94.6,0
9.43,94.6,0
9.44,94.6,0
9.45,94.6,0
9.46,94.6,0
9.47,94.6,0
9.48,94.6,0
9.49,94.6,0
9.5,94.6,0
9.51,94.6,0
9.52,94.6,0
9.53,94.6,0
9.54,94.6,0
9.55,94.6,0
9.56,94.6,0
9.57,94.6,0
9.58,94.6,0
9.59,94.6,0
9.6,94.6,0
9.61,94.6,0.14
9.62,94.6,0.14
9.63,94.6,0.14
9.64,94.6,0.14
9.65,94.6,0.14
9.66,94.6,0.14
9.67,94.6,0.14
9.68,94.6,0.27
9.69,94.6,0.27
9.7,94.6,0.27
9.71,94.6,0.27
9.72,94.6,0.14
9.73,94.6,0.14
9.74,94.6,0.14
9.75,94.6,0.14
9.76,94.6,0.14
9.77,94.6,0.14
9.78,94.6,0.14
9.79,94.6,0.14
9.8,94.6,0.14
9.81,94.6,0.14
9.82,94.6,0.14
9.83,94.6,0.14
9.84,94.6,0.27
9.85,94.6,0.27
9.86,94.6,0.27
9.87,94.6,0.27
9.88,94.6,0.27
9.89,94.6,0.27
9.9,94.6,0.27
9.91,94.6,0.27
9.92,94.6,0.27
9.93,94.6,0.27
9.94,94.6,0.27
9.95,94.6,0.27
9.96,94.6,0.27
9.97,94.6,0.27
9.98,94.6,0.27
9.99,94.6,0.27
10,94.6,0.27
10.01,94.6,0.27
10.02,94.6,0.27
10.03,94.6,0.27
10.04,94.6,0.27
10.05,94.6,0.27
10.06,94.6,0.27
10.07,94.6,0.27
10.08,94.6,0.14
10.09,94.6,0.14
10.1,94.6,0.14
10.11,94.6,0.14
10.12,94.6,0.14
10.13,94.6,0.14
10.14,94.6,0.14
10.15,94.6,0.27
10.16,94.6,0.27
10.17,94.6,0.27
10.18,94.6,0.27
10.19,94.6,0.27
10.2,94.6,0.27
10.21,94.6,0.14
10.22,94.6,0.14
10.23,94.6,0.14
10.24,94.6,0.14
10.25,94.6,0.14
10.26,94.6,0.14
10.27,94.6,0.14
10.28,94.6,0.14
10.29,94.6,0.14
10.3,94.6,0.14
10.31,94.6,0.14
10.32,94.6,0.14
10.33,94.6,0.14
10.34,94.6,0.14
10.35,94.6,0.27
10.36,94.6,0.27
10.37,94.6,0.27
10.38,94.6,0.27
10.39,94.6,0.27
10.4,94.6,0.27
10.41,94.6,0.27
10.42,94.6,0.27
10.43,94.6,0.27
10.44,94.6,0.27
10.45,94.6,0.27
10.46,94.6,0.27
10.47,94.6,0.27
10.48,94.6,0.27
10.49,94.6,0.27
10.5,94.6,0.27
10.51,94.6,0.27
10.52,94.6,0.27
10.53,94.6,0.41
10.54,94.6,0.41
10.55,94.6,0.41
10.56,94.6,0.41
10.57,94.6,0.41
10.58,94.6,0.41
10.59,94.6,0.41
10.6,94.6,0.41
10.61,94.6,0.41
10.62,94.6,0.41
10.63,94.6,0.41
10.64,94.6,0.41
10.65,94.6,0.41
10.66,94.6,0.41
10.67,94.6,0.41
10.68,94.6,0.41
10.69,94.6,0.41
10.7,94.6,0.41
10.71,94.6,0.54
10.72,94.6,0.54
10.73,94.6,0.54
10.74,94.6,0.54
10.75,94.6,0.41
10.76,94.6,0.41
10.77,94.6,0.41
10.78,94.6,0.41
10.79,94.6,0.41
10.8,94.6,0.41
10.81,94.6,0.41
10.82,94.6,0.41
10.83,94.6,0.41
10.84,94.6,0.41
10.85,94.6,0.41
10.86,94.6,0.41
10.87,94.6,0.41
10.88,94.6,0.41
10.89,94.6,0.41
10.9,94.6,0.41
10.91,94.6,0.41
10.92,94.6,0.54
10.93,94.6,0.54
10.94,94.6,0.54
10.95,94.6,0.54
10.96,94.6,0.54
10.97,94.6,0.54
10.98,94.6,0.54
10.99,94.6,0.54
11,94.6,0.54
11.01,94.6,0.54
11.02,94.6,0.54
11.03,94.6,0.54
11.04,94.6,0.54
11.05,94.6,0.41
11.06,94.6,0.41
11.07,94.6,0.41
11.08,94.6,0.27
11.09,94.6,0.27
11.1,94.6,0.27
11.11,94.6,0.27
11.12,94.6,0.14
11.13,94.6,0.27
11.14,94.6,0.27
11.15,94.6,0.27
11.16,94.6,0.27
11.17,94.6,0.27
11.18,94.6,0.27
11.19,94.6,0.27
11.2,94.6,0.27
11.21,94.6,0.27
11.22,94.6,0.27
11.23,94.6,0.27
11.24,94.6,0.14
11.25,94.6,0.14
11.26,94.6,0.14
11.27,94.6,0.14
11.28,94.6,0
11.29,94.6,0
11.3,94.6,0
11.31,94.6,0
11.32,94.6,0
